region_source,tau,moneyness,v,rho,kappa,gamma,bar_v,r,ref_price,ref_delta,ref_gamma,ref_vega,ref_theta,ref_rho
full_grid,0.803,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1501640133050438,-0.7890348732559329,2.6683967704701814,0.25589106605416645,-0.014463597377492214,-0.6612494387688689
full_grid,0.8695,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.15114212802288496,-0.7734508994798528,2.6470293356042127,0.2644858219098636,-0.014931943853800568,-0.7052980223726303
full_grid,0.936,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.15214739050989456,-0.7589654144842517,2.616499912540915,0.2711461017197645,-0.01528410612634337,-0.7486108133741224
full_grid,1.0025,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.15317282246157926,-0.7454819963391071,2.5798270000309254,0.27619331236680944,-0.015541764136102086,-0.7912907529859621
full_grid,1.069,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.15421273748355613,-0.7329096596448226,2.5391905800705983,0.2798998467750209,-0.015722273365020092,-0.8334233800267239
full_grid,1.1355,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1552624865112423,-0.7211644192997531,2.496163483754845,0.28249471952669425,-0.015839613179116474,-0.8750800291582042
full_grid,1.202,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.15631825833819146,-0.7101697856924081,2.45187815210452,0.2841695436743934,-0.01590510752719619,-0.9163204301724468
full_grid,1.2685,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1573769221995014,-0.6998566690128567,2.407146801278789,0.285084185810226,-0.015927977372166793,-0.9571948100385976
full_grid,1.335,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1584359027150435,-0.6901629737983366,2.3625481744007413,0.285371823795608,-0.0159157674959392,-0.9977455898756487
full_grid,1.4015,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.159493079922005,-0.6810330482120084,2.3184903665573,0.2851433296521485,-0.0158746786512086,-1.0380087554096808
full_grid,1.468,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.16054670889675682,-0.6724170829444898,2.2752564947387732,0.28449099658231136,-0.01580982780414128,-1.0780149656844467
full_grid,1.5345,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.16159535477233689,-0.6642705129833839,2.233038032448728,0.2834916715779624,-0.015725453333164097,-1.117790452419112
full_grid,1.601,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1626378399305608,-0.6565534506337036,2.1919592402633628,0.2822093695151455,-0.01562507779906014,-1.1573577519385845
full_grid,1.6675,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.16367320087814552,-0.649230163440558,2.1520951406775684,0.28069744508225813,-0.01551163779667064,-1.196736303029325
full_grid,1.734,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.16470065286873237,-0.6422686020692165,2.1134847903721568,0.27900039289489564,-0.015387588109170045,-1.2359429371841602
full_grid,1.8005,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1657195607535592,-0.6356399783174242,2.076141110640024,0.2771553376917677,-0.01525498568407434,-1.274992282223097
full_grid,1.867,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.166729414866157,-0.6293183907974274,2.040058186922685,0.2751932676073616,-0.015115557675761455,-1.3138970959498226
full_grid,1.9335,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.1677298109953016,-0.6232804945299677,2.0052166989492477,0.273140055144501,-0.014970756838515573,-1.352668543094301
full_grid,2.0,0.8533333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.16872043369349898,-0.6175052101879843,1.9715879642507277,0.2710173030246609,-0.014821806825213984,-1.391316426107825
full_grid,0.005,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13339932289395584,-0.9838540653222018,-3.972791677842988,-0.006891121896213395,0.060562753870786204,-0.004930364230865988
full_grid,0.07150000000000001,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13262535002869125,-0.9992261948883933,0.08134373227470615,0.0013450930064803773,0.009370496576007947,-0.07140142907030217
full_grid,0.138,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1321527804305107,-0.9869539680051781,0.7493616749905314,0.0221921035718744,0.00426821514859752,-0.1362767782728298
full_grid,0.20450000000000002,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13207132437458846,-0.9624945032493568,1.51089487867835,0.06189275434735042,-0.0016579607453160831,-0.19759469496049772
full_grid,0.271,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1323432875330267,-0.9337011895497895,2.0724867708957646,0.10559896456594098,-0.006287309151191077,-0.25516031697371067
full_grid,0.3375,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1328795653566489,-0.904696182966378,2.4406829371393286,0.14607748853167468,-0.009659512176977424,-0.3094704868255345
full_grid,0.404,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13360745555717313,-0.8771197445221506,2.6671121667168514,0.1809657712007997,-0.0121019583991297,-0.36108627192712023
full_grid,0.47050000000000003,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13447449726370164,-0.851532274625268,2.7960691021666584,0.20995116448522255,-0.013881688019964597,-0.41049672814560195
full_grid,0.537,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1354431958210749,-0.8280397507965649,2.8593332964525295,0.2335000243352261,-0.015184711146533532,-0.45810269617663846
full_grid,0.6035,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13648634886816724,-0.8065587349701642,2.878716449433771,0.2523236544171965,-0.016138425558378237,-0.5042266152225006
full_grid,0.67,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13758384630212728,-0.7869322839526567,2.8690181681762805,0.26715757172293486,-0.01683145142664238,-0.5491265232376012
full_grid,0.7365,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13872056330932503,-0.7689821503144554,2.8402688588114007,0.27867552772862325,-0.017326836021933162,-0.5930090014230344
full_grid,0.803,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13988495938544843,-0.7525323242020092,2.799281694182321,0.2874622343866222,-0.0176704292715283,-0.6360399512095
full_grid,0.8695,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14106812538431457,-0.7374191363778864,2.7506975103811584,0.2940112729474562,-0.017896228453477582,-0.6783532155581579
full_grid,0.936,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14226311922535895,-0.7234949150056931,2.697683626940335,0.29873305991012367,-0.01802986497190695,-0.7200573546475538
full_grid,1.0025,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1434644921736774,-0.710628555826363,2.642401920575238,0.3019660266383235,-0.018090938267017215,-0.7612409303245833
full_grid,1.069,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14466794419027063,-0.6987046690749983,2.586323959680084,0.3039879990062968,-0.018094617248954642,-0.8019766180817498
full_grid,1.1355,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14587006880042086,-0.6876221383939689,2.530444614628909,0.3050265538511492,-0.018052764000535668,-0.842324409516382
full_grid,1.202,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14706816137509104,-0.6772925094848326,2.475427928734293,0.3052679595550849,-0.017974737938872082,-0.8823341135201916
full_grid,1.2685,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14826007317225887,-0.6676384113842992,2.4217074793483953,0.3048646801347916,-0.01786798128173704,-0.9220473176811967
full_grid,1.335,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.14944409893757138,-0.6585921017174523,2.3695559265460444,0.30394157485765516,-0.017738451754054748,-0.9614989337687503
full_grid,1.4015,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.15061888946807256,-0.6500941696573297,2.3191335322928452,0.3026009745429895,-0.017590946656371908,-1.0007184218609508
full_grid,1.468,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1517833829787385,-0.6420924012272418,2.2705222119393893,0.30092681792886633,-0.017429348440874598,-1.0397307652141663
full_grid,1.5345,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.15293675079070834,-0.6345407976741211,2.2237495551938498,0.29898801431518396,-0.017256812775560144,-1.078557250915156
full_grid,1.601,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1540783540379742,-0.6273987317784451,2.178805841743855,0.2968411752723227,-0.017075913939828116,-1.1172160984484485
full_grid,1.6675,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1552077089284929,-0.6206302252887923,2.135656130826553,0.294532834540437,-0.016888758206872745,-1.155722968551448
full_grid,1.734,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.15632445870188982,-0.6142033310822921,2.0942488651998397,0.2921012538338994,-0.016697072962266264,-1.1940913773395443
full_grid,1.8005,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1574283508693216,-0.608089605023507,2.0545219949378746,0.289577893913505,-0.01650227726115283,-1.2323330350723944
full_grid,1.867,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.15851921864900242,-0.6022636542205071,2.016407327840484,0.28698861502196615,-0.01630553806506288,-1.2704581246567503
full_grid,1.9335,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.15959696575595272,-0.5967027501461939,1.9798336066360556,0.28435465829726764,-0.01610781534324724,-1.3084755317091123
full_grid,2.0,0.8666666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.16066155388935055,-0.5913864967542657,1.9447286691365182,0.28169344968042326,-0.01590989845176376,-1.3463930354860947
full_grid,0.005,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.11991645334129586,-1.025839338410214,1.1263856259265168,0.0013966952142063782,0.005188025467047847,-0.005113275355711422
full_grid,0.07150000000000001,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.11931359272595476,-0.9971483488378741,0.2584583297588203,0.004567210909641906,0.00787518144194709,-0.0712714959887848
full_grid,0.138,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.11907552660654508,-0.9733523047212,1.3260903458515187,0.04207114021459657,-0.0009148249398201139,-0.1346363265570457
full_grid,0.20450000000000002,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.11939117320238946,-0.9380641040877715,2.168685072295922,0.09536333374377248,-0.008097972662287106,-0.19322951109152411
full_grid,0.271,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12009573843978372,-0.9021074674632148,2.6671638269491282,0.1460919429407861,-0.012741993892528279,-0.2476805339578091
full_grid,0.3375,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12104889437994959,-0.8688006042628351,2.9367006301661362,0.18910082747120427,-0.015707218966511127,-0.2988877813192951
full_grid,0.404,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12216189028640267,-0.8388260365010094,3.066700681133131,0.22391667050031483,-0.017630344590684577,-0.3475728361725458
full_grid,0.47050000000000003,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12337914097272962,-0.8120675915407838,3.1124000194467456,0.25142913622406793,-0.018890366042593205,-0.3942783514292156
full_grid,0.537,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12466466089094763,-0.7881894611235194,3.1071432134252994,0.27281423525972937,-0.019712369787134372,-0.43941173464696937
full_grid,0.6035,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.1259942831610078,-0.7668230808411001,3.0712639947463884,0.2891903803871081,-0.020234900179044717,-0.4832819516607598
full_grid,0.67,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12735125484949206,-0.7476267773773424,3.0173446448946777,0.3015213903186724,-0.020546800235064215,-0.5261260886908405
full_grid,0.7365,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.12872366328682572,-0.7303017709721793,2.9532684657208037,0.3106048869668563,-0.02070723127994048,-0.568128161813236
full_grid,0.803,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.13010286973073082,-0.7145928954825531,2.884015953255859,0.3170888172616453,-0.02075688880274286,-0.6094325280575682
full_grid,0.8695,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.13148251742342165,-0.700284270841641,2.8127435631911375,0.32149504770258264,-0.020724538601915234,-0.650153561576856
full_grid,0.936,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.13285788053673886,-0.6871937459180821,2.7414449302720323,0.32424240852499775,-0.020630979372269653,-0.6903827208201935
full_grid,1.0025,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.1342254233535508,-0.6751675170448386,2.6713637442132865,0.32566673700798443,-0.020491534567807945,-0.7301937704488908
full_grid,1.069,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.13558249371596742,-0.6640753851631431,2.6032558214713735,0.3260374645166273,-0.02031767147810183,-0.7696466821130408
full_grid,1.1355,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.13692710491554538,-0.6538067438851205,2.5375578495278663,0.3255710178964618,-0.02011808388829356,-0.8087905783913689
full_grid,1.202,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.1382577774389,-0.6442672512931336,2.474497379176646,0.32444152013458827,-0.019899434441420144,-0.8476659762093832
full_grid,1.2685,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.139573422189454,-0.6353760938835094,2.414165260947764,0.3227892889282541,-0.019666874929442954,-0.8863065121276066
full_grid,1.335,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.14087325304759524,-0.6270637451970771,2.3565637451109183,0.32072757460806567,-0.01942441798915778,-0.9247402806760652
full_grid,1.4015,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.14215672056110307,-0.619270130351576,2.3016386196453196,0.3183479041108238,-0.019175207141179287,-0.9629908810315919
full_grid,1.468,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.14342346109745763,-0.6119431207000439,2.2493007670451,0.31572432615884405,-0.018921715906276365,-1.0010782419362125
full_grid,1.5345,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.144673257470183,-0.6050372959873369,2.199440642151071,0.31291679136905703,-0.01866589657248448,-1.0390192765974555
full_grid,1.601,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.14590600818693467,-0.5985129231022353,2.1519379771419738,0.30997385084428986,-0.018409292659390376,-1.0768284062075582
full_grid,1.6675,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.14712170324894647,-0.59233511040482,2.106668248252728,0.306934816876025,-0.018153124840833743,-1.114517981175651
full_grid,1.734,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.1483204049789536,-0.5864731046995748,2.063506934997203,0.3038314980547937,-0.017898357218059487,-1.1520986221566814
full_grid,1.8005,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.1495022327439578,-0.5808997044458291,2.0223322700529924,0.30068959666490797,-0.01764574887976727,-1.1895794977676455
full_grid,1.867,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.15066735071974569,-0.5755907680101973,1.9830269561132017,0.2975298372661287,-0.01739589433101278,-1.2269685520037985
full_grid,1.9335,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.15181595804879744,-0.5705247999165255,1.9454791766591668,0.2943688806293322,-0.017149255420969914,-1.2642726914493183
full_grid,2.0,0.88,0.04,-0.7,2.0,0.3,0.04,0.01,0.15294828089432955,-0.5656826013501066,1.9095831262144292,0.29122006573734543,-0.016906186721584473,-1.301497940164847
full_grid,0.005,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10654679436686898,-0.9769612049459614,2.2359490483837945,0.005080677708941016,-0.03572739118559702,-0.004896494020592974
full_grid,0.07150000000000001,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10605125117663206,-0.9912928063746311,0.6702088765454306,0.012709943645570876,0.00403288112943522,-0.07089984031163146
full_grid,0.138,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.106236990776861,-0.9507057290404899,2.10000678605261,0.07165112143524333,-0.008826165313688872,-0.13186370700331837
full_grid,0.20450000000000002,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10709739062867873,-0.9044168757193014,2.881226062406519,0.1364562765788726,-0.01625712155396251,-0.1871263206858048
full_grid,0.271,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10832196551890527,-0.8626923338106409,3.236016497359465,0.19105053982461984,-0.02016220766461302,-0.2382073153889539
full_grid,0.3375,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10973938477513634,-0.8266589318313735,3.371279393896703,0.2340123496243156,-0.022253174550628817,-0.28627471030876744
full_grid,0.404,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11126042006976689,-0.7956690622375908,3.392870092378903,0.266942878740267,-0.023373774406322156,-0.33211147873014774
full_grid,0.47050000000000003,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1128359964071286,-0.7688653889889925,3.3546950841521195,0.2917911718050803,-0.023942353419820213,-0.3762537108401471
full_grid,0.537,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11443747028331308,-0.7454930681722405,3.285339183811219,0.3102680783140408,-0.02417935501495006,-0.4190808562057259
full_grid,0.6035,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1160472782647809,-0.724940465548841,3.2005176594609104,0.32375798264552524,-0.02420849301645358,-0.46086926915592463
full_grid,0.67,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11765423899879368,-0.7067218354990854,3.109085331041978,0.3333512705628885,-0.02410317306392553,-0.5018249160699106
full_grid,0.7365,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11925104328015113,-0.6904517597033211,3.0160903568642476,0.33989930897760856,-0.023909049019448764,-0.5421042241550346
full_grid,0.803,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12083283548283974,-0.6758226412561346,2.924401997332951,0.3440658949788322,-0.023655643963385722,-0.581827885855671
full_grid,0.8695,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12239637127213476,-0.6625869781578206,2.835613512079741,0.3463694602281153,-0.023362669627129663,-0.6210902887284687
full_grid,0.936,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12393949575541774,-0.6505438615658674,2.750559423810499,0.3472161198606474,-0.02304363286410839,-0.6599661233139861
full_grid,1.0025,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12546080817169847,-0.6395287740067181,2.6696196181857976,0.3469250962072993,-0.02270798342123989,-0.6985151125667439
full_grid,1.069,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1269594396371102,-0.6294058652961425,2.592901800711023,0.3457481658708408,-0.022362441701707064,-0.7367854581734792
full_grid,1.1355,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12843490186998696,-0.6200620676102808,2.5203526740093576,0.3438845353208231,-0.022011846864887566,-0.7748163912158865
full_grid,1.202,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12988698187323378,-0.6114025756854571,2.4518264174027573,0.3414922518263728,-0.02165971424378188,-0.8126400859483276
full_grid,1.2685,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.13131566718466148,-0.6033473454180629,2.387127120448437,0.3386969935858791,-0.021308610979519332,-0.8502831133358557
full_grid,1.335,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.13272109194367765,-0.5958283577759795,2.3260350914415993,0.3355988737694182,-0.02096041475708575,-0.8877675572284434
full_grid,1.4015,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1341034974292309,-0.5887874625950444,2.2683230663246667,0.33227773378066705,-0.02061649547971715,-0.9251118800658131
full_grid,1.468,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.13546320284208024,-0.5821746655240299,2.213766038012245,0.3287972817999475,-0.02027784501041987,-0.9623316004692604
full_grid,1.5345,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.13680058345593626,-0.5759467565020129,2.162147034967142,0.3252083441305552,-0.019945171220334536,-0.9994398280612231
full_grid,1.601,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.13811605414450323,-0.5700662036264714,2.1132603239520567,0.3215514312285021,-0.019618967070776698,-1.0364476888773586
full_grid,1.6675,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1394100568798281,-0.5645002548807183,2.0669129798649872,0.31785877154190517,-0.019299561955054743,-1.0733646661925953
full_grid,1.734,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.14068305119708624,-0.5592202038923837,2.0229254297577968,0.31415592994203234,-0.01898716025503763,-1.1101988754132055
full_grid,1.8005,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1419355068971334,-0.5542007860667464,1.9811313637766135,0.3104631003058693,-0.018681870565070605,-1.1469572871813933
full_grid,1.867,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.143167898451951,-0.5494196790511414,1.9413772676112575,0.30679614131178007,-0.01838372802424467,-1.18364590951417
full_grid,1.9335,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1443807007160014,-0.5448570872288883,1.9035217412977419,0.30316740898824823,-0.018092711505811675,-1.2202699373213584
full_grid,2.0,0.8933333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.14557438564587089,-0.5404953943062827,1.8674347105571074,0.29958642773594046,-0.017808756931843566,-1.2568338757856339
full_grid,0.005,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09342292332888913,-1.0078263216991818,-4.364040353086807,-0.009079207771590547,0.08360769091467697,-0.0050359272750140705
